name,surface,aces,winner,total_pts
Gael Monfils,Hard,10.0,False,159.0
Gael Monfils,Hard,3.0,False,48.0
Kei Nishikori,Hard,2.0,True,59.0
Gael Monfils,Hard,1.0,False,50.0
Gael Monfils,Hard,11.0,False,96.0
Novak Djokovic,Hard,1.0,True,121.0
Gael Monfils,Hard,3.0,False,72.0
Gael Monfils,Hard,6.0,False,143.0
Roger Federer,Hard,5.0,True,165.0
Gael Monfils,Hard,7.0,False,120.0
John Isner,Hard,23.0,True,130.0
Gael Monfils,Hard,20.0,False,184.0
Juan Carlos Ferrero,Hard,1.0,True,185.0
Gael Monfils,Hard,3.0,False,88.0
Novak Djokovic,Hard,1.0,True,121.0
Gael Monfils,Hard,6.0,False,79.0
Gael Monfils,Hard,16.0,False,107.0
Gael Monfils,Hard,22.0,False,175.0
Novak Djokovic,Hard,3.0,True,151.0
Gael Monfils,Grass,11.0,False,154.0
Gael Monfils,Grass,13.0,False,162.0
Gael Monfils,Grass,19.0,False,120.0
Gael Monfils,Grass,20.0,False,157.0
Gilles Simon,Grass,2.0,True,159.0
Gael Monfils,Grass,23.0,False,163.0
Gael Monfils,Grass,17.0,False,111.0
Gael Monfils,Grass,21.0,False,87.0
Lleyton Hewitt,Grass,2.0,True,112.0
Gael Monfils,Grass,12.0,False,79.0
Nikolay Davydenko,Grass,1.0,True,97.0
Gael Monfils,Grass,13.0,False,148.0
Gael Monfils,Grass,3.0,False,51.0
Philipp Kohlschreiber,Hard,8.0,False,113.0
Juan Martin Del Potro,Clay,17.0,True,169.0
Feliciano Lopez,Hard,28.0,True,154.0
Roger Federer,Hard,14.0,True,110.0
Janko Tipsarevic,Grass,17.0,True,172.0
Marin Cilic,Grass,21.0,True,99.0
Fabio Fognini,Hard,5.0,False,84.0
Roger Federer,Hard,13.0,False,154.0
Tommy Robredo,Grass,8.0,False,62.0
John Isner,Clay,40.0,True,174.0
Novak Djokovic,Hard,1.0,True,110.0
Philipp Kohlschreiber,Hard,5.0,True,114.0
Sam Querrey,Grass,27.0,True,107.0
Milos Raonic,Grass,34.0,True,124.0
Andy Murray,Grass,8.0,True,106.0
Marcos Baghdatis,Grass,14.0,True,170.0
Marcos Baghdatis,Hard,5.0,False,89.0
Roger Federer,Hard,10.0,True,87.0
Feliciano Lopez,Hard,22.0,True,116.0
John Isner,Grass,25.0,True,90.0
Stan Wawrinka,Grass,6.0,True,150.0
Andy Murray,Hard,19.0,False,139.0
Marin Cilic,Hard,17.0,False,152.0
David Ferrer,Hard,1.0,False,161.0
Marin Cilic,Hard,15.0,False,108.0
Juan Martin Del Potro,Hard,28.0,False,152.0
Fabio Fognini,Hard,6.0,False,117.0
Guillermo Garcia Lopez,Hard,3.0,False,147.0
Kei Nishikori,Grass,5.0,False,142.0
Milos Raonic,Hard,33.0,True,128.0
Jurgen Melzer,Hard,16.0,True,174.0
Fabio Fognini,Clay,11.0,True,136.0
Novak Djokovic,Clay,10.0,True,149.0
Novak Djokovic,Clay,2.0,True,140.0
Juan Martin Del Potro,Hard,14.0,True,94.0
Novak Djokovic,Hard,8.0,True,130.0
Roger Federer,Hard,8.0,True,107.0
David Ferrer,Hard,9.0,True,135.0
Novak Djokovic,Grass,9.0,True,119.0
Marin Cilic,Grass,9.0,True,91.0
Roger Federer,Grass,7.0,True,87.0
Andy Murray,Grass,11.0,True,86.0
David Ferrer,Grass,6.0,True,141.0
Marin Cilic,Hard,24.0,True,110.0
Marin Cilic,Hard,20.0,True,145.0
Marin Cilic,Hard,20.0,True,95.0
Marin Cilic,Hard,16.0,True,117.0
Marin Cilic,Hard,20.0,True,152.0
Marin Cilic,Hard,11.0,True,108.0
Marin Cilic,Hard,26.0,True,146.0
Marin Cilic,Hard,19.0,True,139.0
Marin Cilic,Hard,17.0,True,103.0
Marin Cilic,Hard,22.0,True,145.0
Marin Cilic,Hard,9.0,True,109.0
Marin Cilic,Hard,9.0,True,99.0
Marin Cilic,Hard,8.0,True,86.0
Marin Cilic,Hard,13.0,True,101.0
Marin Cilic,Hard,22.0,True,192.0
John Isner,Hard,26.0,False,179.0
Marin Cilic,Hard,6.0,True,108.0
Marin Cilic,Hard,25.0,True,185.0
Marin Cilic,Hard,10.0,True,129.0
Stan Wawrinka,Hard,10.0,False,114.0
Marin Cilic,Hard,20.0,True,181.0
Juan Martin Del Potro,Hard,19.0,False,173.0
Marin Cilic,Hard,20.0,True,147.0
Andy Roddick,Hard,15.0,False,149.0
Marin Cilic,Hard,4.0,True,16.0
Janko Tipsarevic,Hard,0.0,False,14.0
Marin Cilic,Hard,7.0,True,103.0
David Ferrer,Hard,0.0,False,93.0
Marin Cilic,Hard,16.0,True,115.0
Nicolas Almagro,Hard,10.0,False,89.0
Marin Cilic,Hard,7.0,True,104.0
Jurgen Melzer,Hard,3.0,False,81.0
Marin Cilic,Hard,14.0,True,136.0
Fernando Gonzalez,Hard,2.0,False,101.0
Marin Cilic,Clay,13.0,True,118.0
Marin Cilic,Clay,9.0,True,142.0
Marin Cilic,Clay,9.0,True,89.0
Marin Cilic,Clay,8.0,True,165.0
Fabio Fognini,Clay,10.0,False,150.0
Marin Cilic,Clay,8.0,True,90.0
Marin Cilic,Clay,11.0,True,94.0
Marin Cilic,Clay,8.0,True,92.0
Feliciano Lopez,Clay,1.0,False,60.0
Marin Cilic,Clay,14.0,True,94.0
Marin Cilic,Clay,10.0,True,96.0
Marin Cilic,Clay,10.0,True,99.0
Marin Cilic,Clay,16.0,True,115.0
Marin Cilic,Clay,19.0,True,109.0
Marin Cilic,Clay,5.0,True,92.0
Marin Cilic,Clay,8.0,True,92.0
Marin Cilic,Clay,10.0,True,104.0
Marin Cilic,Clay,7.0,True,104.0
Juan Carlos Ferrero,Clay,5.0,False,85.0
Marin Cilic,Clay,5.0,True,111.0
Marin Cilic,Clay,5.0,True,113.0
Marin Cilic,Clay,12.0,True,168.0
Marin Cilic,Clay,6.0,True,123.0
Marin Cilic,Clay,7.0,True,83.0
Marin Cilic,Clay,8.0,True,104.0
Radek Stepanek,Clay,0.0,False,77.0
Marin Cilic,Clay,7.0,True,138.0
Marin Cilic,Hard,17.0,True,100.0
Marin Cilic,Hard,13.0,True,129.0
Marin Cilic,Hard,21.0,True,143.0
John Isner,Hard,40.0,False,146.0
Marin Cilic,Hard,13.0,True,74.0
Marin Cilic,Hard,13.0,True,83.0
Marin Cilic,Hard,12.0,True,103.0
Marin Cilic,Hard,11.0,True,127.0
Marin Cilic,Hard,18.0,True,92.0
Marin Cilic,Hard,12.0,True,100.0
Marin Cilic,Hard,5.0,True,90.0
Marin Cilic,Hard,13.0,True,101.0
Marin Cilic,Hard,19.0,True,94.0
Marin Cilic,Hard,26.0,True,187.0
Marin Cilic,Hard,23.0,True,116.0
Marin Cilic,Hard,29.0,True,172.0
Jo Wilfried Tsonga,Hard,14.0,False,161.0
Marin Cilic,Hard,3.0,True,44.0
Marcos Baghdatis,Hard,1.0,False,27.0
Marin Cilic,Hard,10.0,True,120.0
Marin Cilic,Hard,22.0,True,175.0
Gilles Simon,Hard,17.0,False,162.0
Marin Cilic,Hard,13.0,True,91.0
Roger Federer,Hard,12.0,False,74.0
Marin Cilic,Hard,18.0,True,93.0
Kei Nishikori,Hard,2.0,False,68.0
Marin Cilic,Hard,8.0,True,161.0
Marin Cilic,Hard,16.0,True,172.0
Marin Cilic,Hard,13.0,True,141.0
Kei Nishikori,Hard,4.0,False,118.0
Marin Cilic,Hard,7.0,True,93.0
Marin Cilic,Hard,2.0,True,108.0
Marin Cilic,Hard,8.0,True,86.0
Marin Cilic,Hard,8.0,True,101.0
Marin Cilic,Hard,10.0,True,122.0
Marin Cilic,Hard,14.0,True,129.0
Marin Cilic,Hard,2.0,True,97.0
Marin Cilic,Hard,10.0,True,95.0
Andy Murray,Hard,5.0,False,76.0
Marin Cilic,Hard,28.0,True,181.0
Julien Benneteau,Hard,3.0,False,162.0
Marin Cilic,Hard,12.0,True,122.0
Marin Cilic,Grass,16.0,True,123.0
Marin Cilic,Grass,15.0,True,101.0
Philipp Kohlschreiber,Grass,3.0,False,77.0
Marin Cilic,Grass,31.0,True,123.0
Marin Cilic,Grass,17.0,True,112.0
Marin Cilic,Grass,33.0,True,155.0
Marin Cilic,Grass,25.0,True,150.0
Sam Querrey,Grass,13.0,False,121.0
Marin Cilic,Grass,18.0,True,104.0
Marin Cilic,Grass,22.0,True,141.0
Marin Cilic,Grass,19.0,True,104.0
Marin Cilic,Grass,17.0,True,52.0
Kei Nishikori,Grass,0.0,False,24.0
Marin Cilic,Grass,15.0,True,103.0
Marin Cilic,Grass,28.0,True,166.0
Marin Cilic,Grass,35.0,True,231.0
John Isner,Grass,37.0,False,206.0
Marin Cilic,Grass,27.0,True,132.0
Marin Cilic,Grass,18.0,True,126.0
Marin Cilic,Grass,33.0,True,116.0
Marin Cilic,Grass,16.0,True,85.0
Marcos Baghdatis,Grass,4.0,False,66.0
Marin Cilic,Grass,7.0,True,132.0
Marin Cilic,Grass,14.0,True,92.0
Marin Cilic,Grass,14.0,True,254.0
Sam Querrey,Grass,23.0,False,245.0
Marin Cilic,Grass,12.0,True,99.0
Marin Cilic,Grass,13.0,True,172.0
Sam Querrey,Grass,24.0,False,167.0
Marin Cilic,Grass,12.0,True,101.0
Marin Cilic,Grass,19.0,True,176.0
Jarkko Nieminen,Grass,3.0,False,147.0
Marin Cilic,Grass,18.0,True,143.0
Marin Cilic,Hard,16.0,False,128.0
Roger Federer,Hard,24.0,True,152.0
Marin Cilic,Hard,15.0,False,156.0
Gilles Simon,Hard,7.0,True,171.0
Marin Cilic,Hard,6.0,False,106.0
Andy Murray,Hard,4.0,True,125.0
Marin Cilic,Hard,10.0,False,119.0
Juan Martin Del Potro,Hard,8.0,True,132.0
Marin Cilic,Hard,5.0,False,71.0
James Blake,Hard,4.0,True,95.0
Marin Cilic,Hard,6.0,False,53.0
Marin Cilic,Clay,18.0,False,135.0
Juan Martin Del Potro,Clay,19.0,True,159.0
Marin Cilic,Clay,5.0,False,57.0
Stan Wawrinka,Clay,3.0,True,88.0
Marin Cilic,Clay,13.0,False,122.0
Marin Cilic,Clay,6.0,False,70.0
David Ferrer,Clay,2.0,True,93.0
Marin Cilic,Clay,5.0,False,128.0
Novak Djokovic,Clay,5.0,True,147.0
Marin Cilic,Clay,8.0,False,82.0
Juan Martin Del Potro,Clay,4.0,True,104.0
Marin Cilic,Clay,9.0,False,104.0
Marin Cilic,Clay,4.0,False,66.0
Marin Cilic,Clay,4.0,False,95.0
Andy Murray,Clay,10.0,True,115.0
Marin Cilic,Clay,6.0,False,93.0
Stan Wawrinka,Clay,3.0,True,117.0
Marin Cilic,Clay,4.0,False,58.0
Marin Cilic,Hard,19.0,False,152.0
Kei Nishikori,Hard,6.0,True,144.0
Marin Cilic,Hard,6.0,False,59.0
Marin Cilic,Hard,4.0,False,39.0
Novak Djokovic,Hard,3.0,True,83.0
Marin Cilic,Hard,3.0,False,105.0
Andy Murray,Hard,11.0,True,124.0
Marin Cilic,Hard,12.0,False,104.0
Roger Federer,Hard,6.0,True,123.0
Marin Cilic,Hard,13.0,False,190.0
Kei Nishikori,Hard,13.0,True,189.0
Marin Cilic,Hard,7.0,False,87.0
Juan Martin Del Potro,Hard,6.0,True,112.0
Marin Cilic,Hard,20.0,False,146.0
Novak Djokovic,Hard,8.0,True,164.0
Marin Cilic,Grass,9.0,False,90.0
Marin Cilic,Grass,27.0,False,150.0
Marin Cilic,Grass,5.0,False,64.0
Roger Federer,Grass,8.0,True,96.0
Marin Cilic,Grass,23.0,False,162.0
Roger Federer,Grass,27.0,True,170.0
Marin Cilic,Grass,8.0,False,71.0
Novak Djokovic,Grass,4.0,True,93.0
Marin Cilic,Grass,10.0,False,131.0
Novak Djokovic,Grass,10.0,True,161.0
Marin Cilic,Grass,4.0,False,77.0
Andy Murray,Grass,16.0,True,103.0
Marin Cilic,Grass,9.0,False,111.0
Marin Cilic,Grass,8.0,False,85.0
Marin Cilic,Grass,28.0,False,196.0
Tommy Haas,Grass,2.0,True,191.0
Marin Cilic,Grass,16.0,False,82.0
Marin Cilic,Grass,14.0,False,163.0
Gilles Simon,Grass,5.0,True,160.0
Roger Federer,Hard,14.0,True,100.0
Roger Federer,Hard,12.0,True,96.0
Roger Federer,Hard,17.0,True,109.0
Roger Federer,Hard,12.0,True,100.0
Richard Gasquet,Hard,3.0,False,84.0
Roger Federer,Hard,6.0,True,108.0
Roger Federer,Hard,9.0,True,57.0
Roger Federer,Hard,19.0,True,120.0
Jurgen Melzer,Hard,4.0,False,94.0
Roger Federer,Hard,17.0,True,118.0
Roger Federer,Hard,24.0,True,170.0
Kei Nishikori,Hard,5.0,False,142.0
Roger Federer,Hard,9.0,True,100.0
Roger Federer,Hard,11.0,True,142.0
Stan Wawrinka,Hard,10.0,False,136.0
Roger Federer,Hard,25.0,True,100.0
Roger Federer,Hard,7.0,True,91.0
Roger Federer,Hard,9.0,True,105.0
Roger Federer,Hard,16.0,True,115.0
Roger Federer,Hard,11.0,True,96.0
Roger Federer,Hard,11.0,True,103.0
Roger Federer,Hard,6.0,True,98.0
Roger Federer,Hard,7.0,True,100.0
Jo Wilfried Tsonga,Hard,8.0,False,72.0
Roger Federer,Hard,10.0,True,147.0
Andy Murray,Hard,9.0,False,121.0
Roger Federer,Hard,3.0,True,95.0
Roger Federer,Hard,9.0,True,111.0
Nikolay Davydenko,Hard,9.0,False,86.0
Roger Federer,Hard,11.0,True,120.0
Roger Federer,Hard,14.0,True,101.0
Milos Raonic,Hard,19.0,False,73.0
Roger Federer,Hard,6.0,True,169.0
Jo Wilfried Tsonga,Hard,20.0,False,164.0
Roger Federer,Hard,14.0,True,106.0
Roger Federer,Hard,9.0,True,120.0
Ivo Karlovic,Hard,15.0,False,98.0
Roger Federer,Hard,13.0,True,101.0
Roger Federer,Hard,4.0,True,96.0
Juan Martin Del Potro,Hard,5.0,False,68.0
Roger Federer,Hard,8.0,True,91.0
Roger Federer,Hard,11.0,True,151.0
Gilles Simon,Hard,8.0,False,130.0
Roger Federer,Hard,6.0,True,98.0
Xavier Malisse,Hard,4.0,False,70.0
Roger Federer,Hard,11.0,True,117.0
Tommy Robredo,Hard,7.0,False,97.0
Roger Federer,Hard,5.0,True,90.0
Stan Wawrinka,Hard,1.0,False,66.0
Roger Federer,Hard,9.0,True,135.0
Roger Federer,Hard,8.0,True,96.0
Roger Federer,Hard,10.0,True,96.0
Roger Federer,Hard,7.0,True,102.0
Lleyton Hewitt,Hard,5.0,False,77.0
Roger Federer,Hard,8.0,True,125.0
Nikolay Davydenko,Hard,1.0,False,104.0
Roger Federer,Hard,4.0,True,85.0
Jo Wilfried Tsonga,Hard,6.0,False,54.0
Roger Federer,Hard,11.0,True,116.0
Andy Murray,Hard,10.0,False,100.0
Roger Federer,Hard,8.0,True,89.0
Roger Federer,Hard,9.0,True,102.0
Marat Safin,Hard,14.0,False,75.0
Roger Federer,Hard,12.0,True,83.0
Juan Martin Del Potro,Hard,5.0,False,36.0
Roger Federer,Hard,16.0,True,105.0
Andy Roddick,Hard,8.0,False,85.0
Roger Federer,Hard,11.0,True,85.0
Roger Federer,Hard,6.0,True,87.0
Roger Federer,Hard,39.0,True,202.0
Janko Tipsarevic,Hard,12.0,False,172.0
Roger Federer,Hard,13.0,True,115.0
James Blake,Hard,8.0,False,97.0
Roger Federer,Hard,7.0,True,111.0
Roger Federer,Hard,7.0,True,93.0
Roger Federer,Hard,7.0,True,109.0
Mikhail Youzhny,Hard,7.0,False,92.0
Roger Federer,Hard,12.0,True,105.0
Novak Djokovic,Hard,7.0,False,76.0
Roger Federer,Hard,5.0,True,119.0
Tommy Robredo,Hard,4.0,False,94.0
Roger Federer,Hard,10.0,True,83.0
Andy Roddick,Hard,4.0,False,45.0
Roger Federer,Hard,5.0,True,120.0
Fernando Gonzalez,Hard,6.0,False,93.0
Roger Federer,Hard,2.0,True,91.0
Roger Federer,Hard,9.0,True,87.0
Roger Federer,Hard,6.0,True,104.0
Roger Federer,Hard,10.0,True,143.0
Tommy Haas,Hard,5.0,False,127.0
Roger Federer,Hard,6.0,True,144.0
Nikolay Davydenko,Hard,1.0,False,139.0
Roger Federer,Hard,7.0,True,129.0
Roger Federer,Hard,11.0,True,142.0
Marcos Baghdatis,Hard,6.0,False,116.0
Roger Federer,Hard,4.0,True,100.0
Roger Federer,Hard,7.0,True,107.0
Roger Federer,Hard,2.0,True,62.0
Jarkko Nieminen,Hard,1.0,False,43.0
Roger Federer,Hard,9.0,True,101.0
Marcos Baghdatis,Hard,4.0,False,73.0
Roger Federer,Hard,22.0,True,99.0
Andre Agassi,Hard,1.0,False,79.0
Roger Federer,Hard,13.0,True,90.0
Roger Federer,Hard,5.0,True,100.0
Roger Federer,Hard,5.0,True,83.0
Roger Federer,Hard,14.0,True,123.0
Lleyton Hewitt,Hard,5.0,False,107.0
Roger Federer,Hard,20.0,True,125.0
David Nalbandian,Hard,5.0,False,119.0
Roger Federer,Hard,11.0,True,88.0
Juan Carlos Ferrero,Hard,6.0,False,66.0
Roger Federer,Hard,8.0,True,113.0
Marat Safin,Hard,3.0,False,93.0
Roger Federer,Hard,8.0,True,139.0
Roger Federer,Hard,3.0,True,94.0
Roger Federer,Hard,9.0,True,99.0
Roger Federer,Hard,9.0,True,106.0
Roger Federer,Hard,10.0,True,111.0
Roger Federer,Hard,7.0,True,120.0
Roger Federer,Hard,6.0,True,130.0
Roger Federer,Hard,12.0,True,101.0
Roger Federer,Hard,14.0,True,116.0
Roger Federer,Hard,9.0,True,119.0
Roger Federer,Clay,5.0,True,96.0
Roger Federer,Clay,5.0,True,90.0
Roger Federer,Clay,11.0,True,114.0
Roger Federer,Clay,4.0,True,94.0
Roger Federer,Clay,5.0,True,168.0
Stan Wawrinka,Clay,8.0,False,152.0
Roger Federer,Clay,8.0,True,105.0
Roger Federer,Clay,3.0,True,102.0
Roger Federer,Clay,4.0,True,92.0
Roger Federer,Clay,7.0,True,93.0
Roger Federer,Clay,15.0,True,153.0
Roger Federer,Clay,10.0,True,88.0
Roger Federer,Clay,3.0,True,88.0
Roger Federer,Clay,7.0,True,98.0
Julien Benneteau,Clay,2.0,False,64.0
Roger Federer,Clay,9.0,True,147.0
Gilles Simon,Clay,5.0,False,131.0
Roger Federer,Clay,7.0,True,112.0
Roger Federer,Clay,15.0,True,139.0
Roger Federer,Clay,7.0,True,132.0
Roger Federer,Clay,12.0,True,150.0
Roger Federer,Clay,11.0,True,149.0
Juan Martin Del Potro,Clay,6.0,False,124.0
Roger Federer,Clay,12.0,True,104.0
Feliciano Lopez,Clay,7.0,False,84.0
Roger Federer,Clay,7.0,True,87.0
Roger Federer,Clay,10.0,True,87.0
Janko Tipsarevic,Clay,1.0,False,60.0
Roger Federer,Clay,8.0,True,92.0
Stan Wawrinka,Clay,5.0,False,68.0
Roger Federer,Clay,18.0,True,162.0
Novak Djokovic,Clay,7.0,False,147.0
Roger Federer,Clay,7.0,True,91.0
Roger Federer,Clay,6.0,True,107.0
Roger Federer,Clay,6.0,True,94.0
Roger Federer,Clay,7.0,True,95.0
Stan Wawrinka,Clay,5.0,False,81.0
Roger Federer,Clay,10.0,True,96.0
Roger Federer,Clay,11.0,True,161.0
Roger Federer,Clay,14.0,True,128.0
Roger Federer,Clay,16.0,True,153.0
Tommy Haas,Clay,11.0,False,122.0
Roger Federer,Clay,5.0,True,159.0
Juan Martin Del Potro,Clay,16.0,False,151.0
Roger Federer,Clay,16.0,True,98.0
Roger Federer,Clay,5.0,True,94.0
Sam Querrey,Clay,6.0,False,77.0
Roger Federer,Clay,13.0,True,144.0
Roger Federer,Clay,8.0,True,90.0
Roger Federer,Clay,6.0,True,118.0
Julien Benneteau,Clay,5.0,False,98.0
Roger Federer,Clay,11.0,True,111.0
Fernando Gonzalez,Clay,3.0,False,85.0
Roger Federer,Clay,6.0,True,96.0
Roger Federer,Clay,6.0,True,117.0
Roger Federer,Clay,5.0,True,89.0
Roger Federer,Clay,1.0,True,114.0
Mikhail Youzhny,Clay,3.0,False,96.0
Roger Federer,Clay,8.0,True,108.0
Tommy Robredo,Clay,2.0,False,81.0
Roger Federer,Clay,10.0,True,143.0
Nikolay Davydenko,Clay,2.0,False,135.0
Roger Federer,Clay,5.0,True,130.0
Roger Federer,Clay,4.0,True,94.0
Roger Federer,Clay,6.0,True,131.0
Roger Federer,Clay,4.0,True,113.0
Roger Federer,Clay,4.0,True,76.0
David Nalbandian,Clay,1.0,False,70.0
Roger Federer,Clay,2.0,True,94.0
Roger Federer,Clay,6.0,True,104.0
Nicolas Almagro,Clay,7.0,False,75.0
Roger Federer,Clay,11.0,True,116.0
Fernando Gonzalez,Clay,1.0,False,92.0
Roger Federer,Clay,2.0,True,97.0
Roger Federer,Clay,7.0,True,113.0
Roger Federer,Clay,4.0,True,83.0
Roger Federer,Clay,5.0,True,125.0
Roger Federer,Clay,10.0,True,106.0
Roger Federer,Clay,9.0,True,163.0
Roger Federer,Clay,4.0,True,118.0
Roger Federer,Clay,5.0,True,138.0
Roger Federer,Clay,5.0,True,129.0
Roger Federer,Clay,8.0,True,121.0
Roger Federer,Clay,14.0,True,200.0
Roger Federer,Hard,12.0,True,131.0
Roger Federer,Hard,16.0,True,126.0
Roger Federer,Hard,10.0,True,83.0
Roger Federer,Hard,5.0,True,110.0
Roger Federer,Hard,16.0,True,104.0
Roger Federer,Hard,12.0,True,174.0
Mikhail Youzhny,Hard,5.0,False,143.0
Roger Federer,Hard,13.0,True,98.0
Feliciano Lopez,Hard,9.0,False,77.0
Roger Federer,Hard,11.0,True,101.0
Philipp Kohlschreiber,Hard,4.0,False,70.0
Roger Federer,Hard,11.0,True,85.0
Roger Federer,Hard,12.0,True,89.0
Roger Federer,Hard,5.0,True,80.0
Philipp Kohlschreiber,Hard,1.0,False,75.0
Roger Federer,Hard,13.0,True,135.0
John Isner,Hard,17.0,False,109.0
Roger Federer,Hard,16.0,True,88.0
Richard Gasquet,Hard,1.0,False,55.0
Roger Federer,Hard,10.0,True,93.0
Stan Wawrinka,Hard,6.0,False,62.0
Roger Federer,Hard,10.0,True,118.0
Roger Federer,Hard,9.0,True,104.0
Roger Federer,Hard,12.0,True,112.0
Roger Federer,Hard,12.0,True,103.0
Roger Federer,Hard,6.0,True,94.0
Roger Federer,Hard,8.0,True,90.0
Roger Federer,Hard,7.0,True,95.0
Roger Federer,Hard,15.0,True,90.0
Roger Federer,Hard,5.0,True,102.0
Roger Federer,Hard,6.0,True,83.0
Roger Federer,Hard,14.0,True,85.0
Roger Federer,Hard,5.0,True,96.0
Jo Wilfried Tsonga,Hard,5.0,False,75.0
Roger Federer,Hard,18.0,True,93.0
Roger Federer,Hard,15.0,True,92.0
Roger Federer,Hard,13.0,True,87.0
Roger Federer,Hard,10.0,True,114.0
Jurgen Melzer,Hard,1.0,False,87.0
Roger Federer,Hard,18.0,True,102.0
Roger Federer,Hard,6.0,True,101.0
Roger Federer,Hard,8.0,True,107.0
Roger Federer,Hard,15.0,True,128.0
Lleyton Hewitt,Hard,5.0,False,116.0
Roger Federer,Hard,9.0,True,102.0
Tommy Robredo,Hard,2.0,False,66.0
Roger Federer,Hard,28.0,True,143.0
Roger Federer,Hard,8.0,True,119.0
Novak Djokovic,Hard,6.0,False,105.0
Roger Federer,Hard,14.0,True,91.0
Roger Federer,Hard,19.0,True,122.0
Roger Federer,Hard,12.0,True,96.0
Radek Stepanek,Hard,1.0,False,66.0
Roger Federer,Hard,10.0,True,172.0
Roger Federer,Hard,8.0,True,117.0
Roger Federer,Hard,20.0,True,135.0
Novak Djokovic,Hard,6.0,False,114.0
Roger Federer,Hard,3.0,True,94.0
Andy Murray,Hard,3.0,False,68.0
Roger Federer,Hard,13.0,True,91.0
Roger Federer,Hard,5.0,True,92.0
Roger Federer,Hard,10.0,True,129.0
John Isner,Hard,17.0,False,99.0
Roger Federer,Hard,11.0,True,114.0
Feliciano Lopez,Hard,13.0,False,85.0
Roger Federer,Hard,15.0,True,110.0
Andy Roddick,Hard,14.0,False,94.0
Roger Federer,Hard,10.0,True,116.0
Nikolay Davydenko,Hard,1.0,False,94.0
Roger Federer,Hard,11.0,True,119.0
Novak Djokovic,Hard,5.0,False,103.0
Roger Federer,Hard,7.0,True,103.0
Roger Federer,Hard,6.0,True,111.0
Roger Federer,Hard,7.0,True,90.0
Roger Federer,Hard,15.0,True,103.0
Roger Federer,Hard,9.0,True,159.0
James Blake,Hard,8.0,False,132.0
Roger Federer,Hard,4.0,True,96.0
Nikolay Davydenko,Hard,2.0,False,70.0
Roger Federer,Hard,17.0,True,126.0
Andy Roddick,Hard,7.0,False,99.0
Roger Federer,Hard,11.0,True,81.0
Roger Federer,Hard,9.0,True,127.0
Roger Federer,Hard,10.0,True,109.0
Roger Federer,Hard,7.0,True,139.0
Roger Federer,Hard,11.0,True,91.0
David Nalbandian,Hard,0.0,False,58.0
Roger Federer,Hard,8.0,True,155.0
Lleyton Hewitt,Hard,6.0,False,135.0
Roger Federer,Hard,19.0,True,132.0
Andre Agassi,Hard,6.0,False,106.0
Roger Federer,Hard,11.0,True,104.0
Roger Federer,Hard,8.0,True,130.0
Marcos Baghdatis,Hard,5.0,False,91.0
Roger Federer,Hard,10.0,True,106.0
Roger Federer,Hard,16.0,True,148.0
Andre Agassi,Hard,4.0,False,152.0
Roger Federer,Hard,7.0,True,88.0
Roger Federer,Hard,11.0,True,100.0
Lleyton Hewitt,Hard,1.0,False,64.0
Roger Federer,Hard,15.0,True,117.0
Roger Federer,Hard,5.0,True,88.0
Roger Federer,Hard,10.0,True,124.0
James Blake,Hard,5.0,False,105.0
Roger Federer,Hard,8.0,True,122.0
Roger Federer,Hard,12.0,True,95.0
Roger Federer,Hard,8.0,True,122.0
Xavier Malisse,Hard,4.0,False,109.0
Roger Federer,Hard,13.0,True,107.0
Roger Federer,Hard,16.0,True,102.0
Roger Federer,Hard,11.0,True,114.0
Roger Federer,Hard,15.0,True,137.0
Roger Federer,Hard,15.0,True,100.0
Roger Federer,Grass,9.0,True,106.0
Roger Federer,Grass,10.0,True,98.0
Roger Federer,Grass,6.0,True,114.0
Roger Federer,Grass,5.0,True,79.0
Roger Federer,Grass,12.0,True,138.0
Kei Nishikori,Grass,3.0,False,106.0
Roger Federer,Grass,8.0,True,91.0
Roger Federer,Grass,16.0,True,91.0
Roger Federer,Grass,10.0,True,102.0
Roger Federer,Grass,13.0,True,106.0
Roger Federer,Grass,10.0,True,50.0
Roger Federer,Grass,9.0,True,98.0
Roger Federer,Grass,13.0,True,106.0
Roger Federer,Grass,11.0,True,105.0
Milos Raonic,Grass,11.0,False,80.0
Roger Federer,Grass,12.0,True,118.0
Roger Federer,Grass,9.0,True,91.0
Roger Federer,Grass,6.0,True,107.0
Roger Federer,Grass,6.0,True,86.0
Roger Federer,Grass,6.0,True,88.0
Sam Querrey,Grass,7.0,False,68.0
Roger Federer,Grass,17.0,True,133.0
Roger Federer,Grass,11.0,True,91.0
Gilles Simon,Grass,1.0,False,67.0
Roger Federer,Grass,20.0,True,107.0
Andy Murray,Grass,12.0,False,91.0
Roger Federer,Grass,9.0,True,103.0
Roger Federer,Grass,25.0,True,95.0
Roger Federer,Grass,8.0,True,94.0
Roger Federer,Grass,11.0,True,99.0
Tommy Robredo,Grass,3.0,False,63.0
Roger Federer,Grass,10.0,True,126.0
Stan Wawrinka,Grass,9.0,False,117.0
Roger Federer,Grass,6.0,True,89.0
Milos Raonic,Grass,17.0,False,75.0
Roger Federer,Grass,7.0,True,81.0
Roger Federer,Grass,9.0,True,91.0
Roger Federer,Grass,13.0,True,84.0
Fabio Fognini,Grass,1.0,False,49.0
Roger Federer,Grass,14.0,True,173.0
Julien Benneteau,Grass,15.0,False,151.0
